geo,time,POP,GDP,LEX,world_region,
png,1832,,571,31.5,asia,0
pol,1832,,1369,35.9,europe,0
pri,1832,,1472,30.43,americas,0
prk,1832,,560,26,asia,0
prt,1832,,1692,35.6,europe,0
pry,1832,,973,35.5,americas,0
pse,1832,,1226,32.1,asia,0
pyf,1832,,25.6,,asia,0
qat,1832,,1237,30.8,asia,0
reu,1832,,33,,africa,0
rou,1832,,963,35.7,europe,0
rus,1832,,1583,29.57,europe,0
rwa,1832,,449,31.8,africa,0
sau,1832,,870,32.1,asia,0
sdn,1832,,551,31.4,africa,0
sen,1832,,528,25.2,africa,0
sgp,1832,,1052,34,asia,0
shn,1832,,,,africa,0
slb,1832,,380,25.1,asia,0
sle,1832,,780,25.1,africa,0
slv,1832,,1081,28.7,americas,0
smr,1832,,1485,,europe,0
som,1832,,715,29.4,africa,0
spm,1832,,,,americas,0
srb,1832,,1502,35.5,europe,0
ssd,1832,,539,26.67,africa,0
stp,1832,,902,31,africa,0
sur,1832,,1779,32.9,americas,0
svk,1832,,1578,36.4,europe,0
svn,1832,,1558,36.6,europe,0
swe,1832,,1515,40.84,europe,0
swz,1832,,520,32.3,africa,0
syc,1832,,899,37,africa,0
syr,1832,,1100,31.1,asia,0
tca,1832,,529,,americas,0
tcd,1832,,444,30.9,africa,0
tgo,1832,,725,31.3,africa,0
tha,1832,,950,30.4,asia,0
tjk,1832,,600,24.24,asia,0
tkl,1832,,,,asia,0
tkm,1832,,1043,24,asia,0
tls,1832,,555,28.95,asia,0
ton,1832,,692,28.2,asia,0
tto,1832,,1317,32.9,americas,0
tun,1832,,760,28.8,africa,0
tur,1832,,1305,35,europe,0
tuv,1832,,751,,asia,0
twn,1832,,1000,28.3,asia,0
tza,1832,,582,32.2,africa,0
uga,1832,,493,25.3,africa,0
ukr,1832,,844,36.6,europe,0
ury,1832,,2335,32.9,americas,0
usa,1832,,2805,39.41,americas,0
uzb,1832,,523,26.93,asia,0
vct,1832,,911,25.99,americas,0
ven,1832,,721,32.2,americas,0
vgb,1832,,,,americas,0
vir,1832,,33.4,,americas,0
vnm,1832,,856,32,asia,0
vut,1832,,612,24.3,asia,0
wlf,1832,,,,asia,0
wsm,1832,,1463,25.4,asia,0
yem,1832,,960,23.39,asia,0
zaf,1832,,1545,33.5,africa,0
zmb,1832,,717,32.6,africa,0
zwe,1832,,903,33.7,africa,0
abw,1834,,918,34.42,americas,0
afg,1834,,634,27.86,asia,0
ago,1834,,717,26.98,africa,0
aia,1834,,,,americas,0
alb,1834,,691,35.4,europe,0
and,1834,,1465,,europe,0
ant,1834,,,,americas,0
are,1834,,1133,30.7,asia,0
arg,1834,,1843,33.2,americas,0
arm,1834,,544,34,europe,0
asm,1834,,,,asia,0
atg,1834,,834,33.54,americas,0
aus,1834,,1561,34.05,asia,0
aut,1834,,2451,34.4,europe,0
aze,1834,,841,29.17,europe,0
bdi,1834,,431,31.5,africa,0
bel,1834,,2631,40.27,europe,0
ben,1834,,640,31,africa,0
bfa,1834,,489,29.2,africa,0
bgd,1834,,876,25.5,asia,0
bgr,1834,,1170,37.3,europe,0
bhr,1834,,1430,30.3,asia,0
bhs,1834,,1593,35.18,americas,0
bih,1834,,720,35.1,europe,0
blr,1834,,666,36.2,europe,0
blz,1834,,638,26.5,americas,0
bmu,1834,,1353,,americas,0
bol,1834,,977,33,americas,0
bra,1834,,1145,31.99,americas,0
brb,1834,,1007,32.12,americas,0
brn,1834,,1590,29.2,asia,0
btn,1834,,649,28.8,asia,0
bwa,1834,,426,33.6,africa,0
caf,1834,,455,30,africa,0
can,1834,,1754,39.43,americas,0
chanisl,1834,,,,europe,0
che,1834,,3138,38,europe,0
chl,1834,,1015,32,americas,0
chn,1834,,985,32,asia,0
civ,1834,,931,31.16,africa,0
cmr,1834,,672,28.75,africa,0
cod,1834,,558,31.6,africa,0
cog,1834,,633,32.7,africa,0
cok,1834,,,,asia,0
col,1834,,1001,32,americas,0
com,1834,,720,32.1,africa,0
cpv,1834,,563,33.8,africa,0
cri,1834,,909,30.21,americas,0
cub,1834,,1281,36.3,americas,0
cym,1834,,1145,,americas,0
cyp,1834,,1010,38.5,europe,0
cze,1834,,2153,34.95,europe,0
deu,1834,,2054,38.37,europe,0
dji,1834,,837,29.9,africa,0
dma,1834,,731,,americas,0
dnk,1834,,2337,36.53,europe,0
dom,1834,,722,29.9,americas,0
dza,1834,,855,28.82,africa,0
ecu,1834,,580,32.9,americas,0
egy,1834,,846,33,africa,0
eri,1834,,553,30.2,africa,0
esh,1834,,34.75,,africa,0
esp,1834,,1574,29.5,europe,0
est,1834,,1051,38.04,europe,0
eth,1834,,527,29.7,africa,0
fin,1834,,1389,38.9,europe,0
fji,1834,,826,26.1,asia,0
flk,1834,,,,americas,0
fra,1834,,1878,35.01,europe,0
fro,1834,,,,europe,0
fsm,1834,,529,26.7,asia,0
gab,1834,,392,30.6,africa,0
gbm,1834,,,,europe,0
gbr,1834,,3753,40.78,europe,0
geo,1834,,582,31.87,europe,0
gha,1834,,715,28,africa,0
gib,1834,,,,europe,0
gin,1834,,465,29.85,africa,0
glp,1834,,27.66,,americas,0
gmb,1834,,830,28.8,africa,0
gnb,1834,,788,32,africa,0
gnq,1834,,372,29.8,africa,0
grc,1834,,1591,36.6,europe,0
grd,1834,,1020,31.4,americas,0
grl,1834,,458,33.87,europe,0
gtm,1834,,963,25.81,americas,0
guf,1834,,30.5,,americas,0
gum,1834,,27.5,,asia,0
guy,1834,,1338,31.12,americas,0
hkg,1834,,1041,34.9,asia,0
hnd,1834,,809,33.9,americas,0
hos,1834,,,,europe,0
hrv,1834,,1514,36.1,europe,0
hti,1834,,732,29,americas,0
hun,1834,,1396,36,europe,0
idn,1834,,1018,30,asia,0
ind,1834,,1052,25.44,asia,0
irl,1834,,1771,38.3,europe,0
irn,1834,,1006,25.6,asia,0
irq,1834,,1029,31.2,asia,0
isl,1834,,1082,24.01,europe,0
isr,1834,,884,32,asia,0
ita,1834,,2614,29.69,europe,0
jam,1834,,1045,34.2,americas,0
jor,1834,,1036,31.7,asia,0
jpn,1834,,1100,36.41,asia,0
kaz,1834,,1278,26.2,asia,0
ken,1834,,949,25.5,africa,0
kgz,1834,,576,23.94,asia,0
khm,1834,,925,35,asia,0
kir,1834,,568,24.9,asia,0
kna,1834,,1283,,americas,0
kor,1834,,556,25.8,asia,0
kwt,1834,,1246,26,asia,0
lao,1834,,896,31.9,asia,0
lbn,1834,,1209,29.7,asia,0
lbr,1834,,830,31.1,africa,0
lby,1834,,1250,33.1,africa,0
lca,1834,,918,28.01,americas,0
lie,1834,,,,europe,0
lka,1834,,913,32.6,asia,0
lso,1834,,401,32.8,africa,0
ltu,1834,,1424,28.9,europe,0
lux,1834,,1719,36.9,europe,0
lva,1834,,842,33,europe,0
mac,1834,,1044,34.7,asia,0
mar,1834,,734,33.1,africa,0
mco,1834,,2354,,europe,0
mda,1834,,672,33.15,europe,0
mdg,1834,,615,30.5,africa,0
mdv,1834,,844,32.65,asia,0
mex,1834,,1340,26.9,americas,0
mhl,1834,,550,,asia,0
mkd,1834,,776,36.1,europe,0
mli,1834,,607,26.41,africa,0
mlt,1834,,891,28.7,europe,0
mmr,1834,,844,30.8,asia,0
mne,1834,,1189,35.4,europe,0
mng,1834,,608,31.8,asia,0
mnp,1834,,,,asia,0
moz,1834,,398,30.28,africa,0
mrt,1834,,566,32,africa,0
msr,1834,,,,americas,0
mtq,1834,,30.15,,americas,0
mus,1834,,1009,32.67,africa,0
mwi,1834,,352,30.3,africa,0
mys,1834,,1029,30.6,asia,0
myt,1834,,32.5,,africa,0
nam,1834,,668,32.4,africa,0
ncl,1834,,26,,asia,0
ner,1834,,479,30.8,africa,0
nga,1834,,940,30.4,africa,0
nic,1834,,1132,25.4,americas,0
niu,1834,,,,asia,0
nld,1834,,4259,39.86,europe,0
nor,1834,,1527,41.95,europe,0
npl,1834,,657,32.8,asia,0
nru,1834,,594,,asia,0
nzl,1834,,661,34.05,asia,0
omn,1834,,973,32.3,asia,0
pak,1834,,1021,25.8,asia,0
pan,1834,,995,32.9,americas,0
per,1834,,1252,35.7,americas,0
phl,1834,,985,30.9,asia,0
plw,1834,,882,,asia,0
png,1834,,575,31.5,asia,0
pol,1834,,1380,35.9,europe,0
pri,1834,,1488,30.43,americas,0
prk,1834,,559,26,asia,0
prt,1834,,1693,35.6,europe,0
pry,1834,,998,35.5,americas,0
pse,1834,,1226,32.1,asia,0
pyf,1834,,25.6,,asia,0
qat,1834,,1246,30.8,asia,0
reu,1834,,33,,africa,0
rou,1834,,990,35.7,europe,0
rus,1834,,1603,29.57,europe,0
rwa,1834,,450,31.8,africa,0
sau,1834,,872,32.1,asia,0
sdn,1834,,556,31.4,africa,0
sen,1834,,533,25.2,africa,0
sgp,1834,,1056,34,asia,0
shn,1834,,,,africa,0
slb,1834,,382,25.1,asia,0
sle,1834,,788,25.1,africa,0
slv,1834,,1099,28.7,americas,0
smr,1834,,1490,,europe,0
som,1834,,716,29.4,africa,0
spm,1834,,,,americas,0
srb,1834,,1527,35.5,europe,0
ssd,1834,,544,26.67,africa,0
stp,1834,,906,31,africa,0
sur,1834,,1803,32.9,americas,0
svk,1834,,1604,36.4,europe,0
svn,1834,,1584,36.6,europe,0
swe,1834,,1584,38.53,europe,0
swz,1834,,525,32.3,africa,0
syc,1834,,906,37,africa,0
syr,1834,,1103,31.1,asia,0
tca,1834,,536,,americas,0
tcd,1834,,449,30.9,africa,0
tgo,1834,,732,31.3,africa,0
tha,1834,,953,30.4,asia,0
tjk,1834,,607,24.24,asia,0
tkl,1834,,,,asia,0
tkm,1834,,1057,24,asia,0
tls,1834,,557,28.95,asia,0
ton,1834,,697,28.2,asia,0
tto,1834,,1331,32.9,americas,0
tun,1834,,767,28.8,africa,0
tur,1834,,1319,35,europe,0
tuv,1834,,756,,asia,0
twn,1834,,1000,28.3,asia,0
tza,1834,,585,32.2,africa,0
uga,1834,,498,25.3,africa,0
ukr,1834,,855,36.6,europe,0
ury,1834,,2447,32.9,americas,0
usa,1834,,2767,39.41,americas,0
uzb,1834,,526,26.93,asia,0
vct,1834,,924,25.99,americas,0
ven,1834,,727,32.2,americas,0
vgb,1834,,,,americas,0
vir,1834,,33.4,,americas,0
vnm,1834,,855,32,asia,0
vut,1834,,616,24.3,asia,0
wlf,1834,,,,asia,0
wsm,1834,,1473,25.4,asia,0
yem,1834,,965,23.39,asia,0
zaf,1834,,1526,33.5,africa,0
zmb,1834,,720,32.6,africa,0
zwe,1834,,905,33.7,africa,0
abw,1836,,930,34.42,americas,0
afg,1836,,638,27.84,asia,0
ago,1836,,723,26.98,africa,0
aia,1836,,,,americas,0
alb,1836,,694,35.4,europe,0
and,1836,,1500,,europe,0
ant,1836,,,,americas,0
are,1836,,1141,30.7,asia,0
arg,1836,,1896,33.2,americas,0
arm,1836,,548,34,europe,0
asm,1836,,,,asia,0
atg,1836,,845,33.54,americas,0
aus,1836,,1857,34.05,asia,0
aut,1836,,2502,34.4,europe,0
aze,1836,,851,29.17,europe,0
bdi,1836,,432,31.5,africa,0
bel,1836,,2707,40.29,europe,0
ben,1836,,646,31,africa,0
bfa,1836,,490,29.2,africa,0
bgd,1836,,876,25.5,asia,0
bgr,1836,,1181,37.38,europe,0
bhr,1836,,1442,30.3,asia,0
bhs,1836,,1614,35.18,americas,0
bih,1836,,727,35.1,europe,0
blr,1836,,674,36.2,europe,0
blz,1836,,646,26.5,americas,0
bmu,1836,,1371,,americas,0
bol,1836,,996,33,americas,0
bra,1836,,1150,31.99,americas,0
brb,1836,,1020,32.12,americas,0
brn,1836,,1601,29.2,asia,0
btn,1836,,651,28.8,asia,0
bwa,1836,,430,33.6,africa,0
caf,1836,,460,30,africa,0
can,1836,,1808,39.68,americas,0
chanisl,1836,,,,europe,0
che,1836,,3205,38,europe,0
chl,1836,,1030,32,americas,0
chn,1836,,985,32,asia,0
civ,1836,,938,31.16,africa,0
cmr,1836,,678,28.75,africa,0
cod,1836,,562,31.6,africa,0
cog,1836,,636,32.7,africa,0
cok,1836,,,,asia,0
col,1836,,1006,32,americas,0
com,1836,,722,32.1,africa,0
cpv,1836,,568,33.8,africa,0
cri,1836,,929,30.21,americas,0
cub,1836,,1311,36.42,americas,0
cym,1836,,1161,,americas,0
cyp,1836,,1034,38.5,europe,0
cze,1836,,2188,34.95,europe,0
deu,1836,,2069,38.37,europe,0
dji,1836,,843,29.9,africa,0
dma,1836,,741,,americas,0
dnk,1836,,2295,39.92,europe,0
dom,1836,,730,29.9,americas,0
dza,1836,,874,28.82,africa,0
ecu,1836,,588,32.9,americas,0
egy,1836,,854,33,africa,0
eri,1836,,556,30.2,africa,0
esh,1836,,34.75,,africa,0
esp,1836,,1581,29.5,europe,0
est,1836,,1065,38.35,europe,0
eth,1836,,527,27,africa,0
fin,1836,,1403,30.78,europe,0
fji,1836,,831,26.1,asia,0
flk,1836,,,,americas,0
fra,1836,,2007,41.95,europe,0
fro,1836,,,,europe,0
fsm,1836,,530,26.7,asia,0
gab,1836,,392,30.6,africa,0
gbm,1836,,,,europe,0
gbr,1836,,4061,41.43,europe,0
geo,1836,,587,31.87,europe,0
gha,1836,,716,28,africa,0
gib,1836,,,,europe,0
gin,1836,,467,29.87,africa,0
glp,1836,,27.66,,americas,0
gmb,1836,,831,28.8,africa,0
gnb,1836,,790,32,africa,0
gnq,1836,,373,29.8,africa,0
grc,1836,,1618,36.6,europe,0
grd,1836,,1029,31.4,americas,0
grl,1836,,468,33.87,europe,0
gtm,1836,,979,25.81,americas,0
guf,1836,,30.5,,americas,0
gum,1836,,27.5,,asia,0
guy,1836,,1356,31.12,americas,0
hkg,1836,,1046,34.9,asia,0
hnd,1836,,830,33.9,americas,0
hos,1836,,,,europe,0
hrv,1836,,1539,36.1,europe,0
hti,1836,,748,29,americas,0
hun,1836,,1418,36,europe,0
idn,1836,,1021,30,asia,0
ind,1836,,1052,25.44,asia,0
irl,1836,,1822,38.3,europe,0
irn,1836,,1010,25.6,asia,0
irq,1836,,1038,31.2,asia,0
isl,1836,,1105,30.86,europe,0
isr,1836,,884,32,asia,0
ita,1836,,2493,29.69,europe,0
jam,1836,,1027,34.2,americas,0
jor,1836,,1045,31.7,asia,0
jpn,1836,,1103,36.41,asia,0
kaz,1836,,1294,26.2,asia,0
ken,1836,,955,25.5,africa,0
kgz,1836,,586,23.94,asia,0
khm,1836,,928,35,asia,0
kir,1836,,569,24.9,asia,0
kna,1836,,1301,,americas,0
kor,1836,,555,25.8,asia,0
kwt,1836,,1255,26,asia,0
lao,1836,,901,31.9,asia,0
lbn,1836,,1226,29.7,asia,0
lbr,1836,,834,31.1,africa,0
lby,1836,,1281,33.1,africa,0
lca,1836,,924,28.01,americas,0
lie,1836,,,,europe,0
lka,1836,,915,32.6,asia,0
lso,1836,,401,32.8,africa,0
ltu,1836,,1442,28.9,europe,0
lux,1836,,1760,36.9,europe,0
lva,1836,,853,33,europe,0
mac,1836,,1051,34.7,asia,0
mar,1836,,737,33.1,africa,0
mco,1836,,2410,,europe,0
mda,1836,,679,33.15,europe,0
mdg,1836,,621,30.5,africa,0
mdv,1836,,844,32.65,asia,0
mex,1836,,1334,26.9,americas,0
mhl,1836,,551,,asia,0
mkd,1836,,789,36.1,europe,0
mli,1836,,608,26.41,africa,0
mlt,1836,,908,28.7,europe,0
mmr,1836,,844,30.8,asia,0
mne,1836,,1209,35.4,europe,0
mng,1836,,610,31.8,asia,0
mnp,1836,,,,asia,0
moz,1836,,399,30.28,africa,0
mrt,1836,,572,32,africa,0
msr,1836,,,,americas,0
mtq,1836,,30.15,,americas,0
mus,1836,,1018,31.6,africa,0
mwi,1836,,352,30.3,africa,0
mys,1836,,1033,30.6,asia,0
myt,1836,,32.5,,africa,0
nam,1836,,688,32.4,africa,0
ncl,1836,,26,,asia,0
ner,1836,,483,30.8,africa,0
nga,1836,,949,30.4,africa,0
nic,1836,,1157,25.4,americas,0
niu,1836,,,,asia,0
nld,1836,,4372,39.86,europe,0
nor,1836,,1457,46.46,europe,0
npl,1836,,657,32.8,asia,0
nru,1836,,600,,asia,0
nzl,1836,,662,34.05,asia,0
omn,1836,,981,32.3,asia,0
pak,1836,,1021,25.8,asia,0
pan,1836,,1017,32.9,americas,0
per,1836,,1259,35.7,americas,0
phl,1836,,987,30.9,asia,0
plw,1836,,888,,asia,0
png,1836,,578,31.5,asia,0
pol,1836,,1391,35.9,europe,0
pri,1836,,1504,30.43,americas,0
prk,1836,,558,26,asia,0
prt,1836,,1693,35.6,europe,0
pry,1836,,1023,35.5,americas,0
pse,1836,,1226,32.1,asia,0
pyf,1836,,25.6,,asia,0
qat,1836,,1255,30.8,asia,0
reu,1836,,33,,africa,0
rou,1836,,1017,35.7,europe,0
rus,1836,,1624,29.57,europe,0
rwa,1836,,451,31.8,africa,0
sau,1836,,875,32.1,asia,0
sdn,1836,,562,31.4,africa,0
sen,1836,,539,25.2,africa,0
sgp,1836,,1061,34,asia,0
shn,1836,,,,africa,0
slb,1836,,385,25.1,asia,0
sle,1836,,795,25.1,africa,0
slv,1836,,1118,28.7,americas,0
smr,1836,,1495,,europe,0
som,1836,,718,29.4,africa,0
spm,1836,,,,americas,0
srb,1836,,1552,35.5,europe,0
ssd,1836,,550,26.67,africa,0
stp,1836,,909,31,africa,0
sur,1836,,1828,32.9,americas,0
svk,1836,,1630,36.4,europe,0
svn,1836,,1610,36.6,europe,0
swe,1836,,1629,45.13,europe,0
swz,1836,,530,32.3,africa,0
syc,1836,,913,37,africa,0
syr,1836,,1106,31.1,asia,0
tca,1836,,544,,americas,0
tcd,1836,,453,30.9,africa,0
tgo,1836,,739,31.3,africa,0
tha,1836,,955,30.4,asia,0
tjk,1836,,614,24.24,asia,0
tkl,1836,,,,asia,0
tkm,1836,,1071,24,asia,0
tls,1836,,559,28.95,asia,0
ton,1836,,702,28.2,asia,0
tto,1836,,1346,32.9,americas,0
tun,1836,,775,28.8,africa,0
tur,1836,,1333,35,europe,0
tuv,1836,,761,,asia,0
twn,1836,,1001,28.3,asia,0
tza,1836,,588,32.2,africa,0
uga,1836,,503,25.3,africa,0
ukr,1836,,866,36.6,europe,0
ury,1836,,2565,32.9,americas,0
usa,1836,,2914,39.41,americas,0
uzb,1836,,529,26.93,asia,0
vct,1836,,936,25.99,americas,0
ven,1836,,734,32.2,americas,0
vgb,1836,,,,americas,0
vir,1836,,33.4,,americas,0
vnm,1836,,854,32,asia,0
vut,1836,,620,24.3,asia,0
wlf,1836,,,,asia,0
wsm,1836,,1483,25.4,asia,0
yem,1836,,971,23.39,asia,0
zaf,1836,,1506,33.5,africa,0
zmb,1836,,724,32.6,africa,0
zwe,1836,,907,33.7,africa,0
abw,1838,,943,34.42,americas,0
afg,1838,,643,27.82,asia,0
ago,1838,,730,26.98,africa,0
aia,1838,,,,americas,0
alb,1838,,697,35.4,europe,0
and,1838,,1536,,europe,0
ant,1838,,,,americas,0
are,1838,,1150,30.7,asia,0
arg,1838,,1950,33.2,americas,0
arm,1838,,552,34,europe,0
asm,1838,,,,asia,0
atg,1838,,857,33.54,americas,0
aus,1838,,1923,34.05,asia,0
aut,1838,,2554,34.4,europe,0
aze,1838,,860,29.17,europe,0
bdi,1838,,433,31.5,africa,0
bel,1838,,2784,40.31,europe,0
ben,1838,,653,31,africa,0
bfa,1838,,491,29.2,africa,0
bgd,1838,,877,25.5,asia,0
bgr,1838,,1193,37.47,europe,0
bhr,1838,,1454,30.3,asia,0
bhs,1838,,1636,35.18,americas,0
bih,1838,,735,35.1,europe,0
blr,1838,,682,36.2,europe,0
blz,1838,,655,26.5,americas,0
bmu,1838,,1390,,americas,0
bol,1838,,1015,33,americas,0
bra,1838,,1155,31.99,americas,0
brb,1838,,1034,32.12,americas,0
brn,1838,,1612,29.2,asia,0
btn,1838,,654,28.8,asia,0
bwa,1838,,435,33.6,africa,0
caf,1838,,464,30,africa,0
can,1838,,1863,39.94,americas,0
chanisl,1838,,,,europe,0
che,1838,,3273,38,europe,0
chl,1838,,1060,32,americas,0
chn,1838,,985,32,asia,0
civ,1838,,946,31.16,africa,0
cmr,1838,,685,28.75,africa,0
cod,1838,,567,31.6,africa,0
cog,1838,,640,32.7,africa,0
cok,1838,,,,asia,0
col,1838,,1011,32,americas,0
com,1838,,723,32.1,africa,0
cpv,1838,,573,33.8,africa,0
cri,1838,,950,30.21,americas,0
cub,1838,,1342,36.54,americas,0
cym,1838,,1176,,americas,0
cyp,1838,,1059,38.5,europe,0
cze,1838,,2224,34.95,europe,0
deu,1838,,2085,38.37,europe,0
dji,1838,,848,29.9,africa,0
dma,1838,,751,,americas,0
dnk,1838,,2340,43.11,europe,0
dom,1838,,738,29.9,americas,0
dza,1838,,893,28.82,africa,0
ecu,1838,,595,32.9,americas,0
egy,1838,,861,33,africa,0
eri,1838,,559,30.2,africa,0
esh,1838,,34.75,,africa,0
esp,1838,,1589,29.5,europe,0
est,1838,,1079,37.62,europe,0
eth,1838,,527,27,africa,0
fin,1838,,1418,40.12,europe,0
fji,1838,,837,26.1,asia,0
flk,1838,,,,americas,0
fra,1838,,2068,39.33,europe,0
fro,1838,,,,europe,0
fsm,1838,,530,26.7,asia,0
gab,1838,,392,30.6,africa,0
gbm,1838,,,,europe,0
gbr,1838,,4088,40.3,europe,0
geo,1838,,593,31.87,europe,0
gha,1838,,717,28,africa,0
gib,1838,,,,europe,0
gin,1838,,468,29.89,africa,0
glp,1838,,27.66,,americas,0
gmb,1838,,832,28.8,africa,0
gnb,1838,,791,32,africa,0
gnq,1838,,374,29.8,africa,0
grc,1838,,1644,36.6,europe,0
grd,1838,,1038,31.4,americas,0
grl,1838,,478,33.87,europe,0
gtm,1838,,995,25.81,americas,0
guf,1838,,30.5,,americas,0
gum,1838,,27.5,,asia,0
guy,1838,,1375,31.12,americas,0
hkg,1838,,1051,34.9,asia,0
hnd,1838,,851,33.9,americas,0
hos,1838,,,,europe,0
hrv,1838,,1564,36.1,europe,0
hti,1838,,763,29,americas,0
hun,1838,,1441,36,europe,0
idn,1838,,1024,30,asia,0
ind,1838,,1052,23.9,asia,0
irl,1838,,1874,38.3,europe,0
irn,1838,,1013,25.6,asia,0
irq,1838,,1046,31.2,asia,0
isl,1838,,1130,32.4,europe,0
isr,1838,,884,32,asia,0
ita,1838,,2465,29.69,europe,0
jam,1838,,1010,34.2,americas,0
jor,1838,,1053,31.7,asia,0
jpn,1838,,1106,36.42,asia,0
kaz,1838,,1311,26.2,asia,0
ken,1838,,961,25.5,africa,0
kgz,1838,,597,23.94,asia,0
khm,1838,,931,35,asia,0
kir,1838,,570,24.9,asia,0
kna,1838,,1318,,americas,0
kor,1838,,554,25.8,asia,0
kwt,1838,,1265,26,asia,0
lao,1838,,905,31.9,asia,0
lbn,1838,,1243,29.7,asia,0
lbr,1838,,839,31.1,africa,0
lby,1838,,1313,33.1,africa,0
lca,1838,,930,28.01,americas,0
lie,1838,,,,europe,0
lka,1838,,916,32.6,asia,0
lso,1838,,402,32.8,africa,0
ltu,1838,,1461,28.9,europe,0
lux,1838,,1802,36.9,europe,0
lva,1838,,864,33,europe,0
mac,1838,,1058,34.7,asia,0
mar,1838,,739,33.1,africa,0
mco,1838,,2466,,europe,0
mda,1838,,687,33.15,europe,0
mdg,1838,,627,30.5,africa,0
mdv,1838,,843,32.65,asia,0
mex,1838,,1328,26.9,americas,0
mhl,1838,,552,,asia,0
mkd,1838,,802,36.1,europe,0
mli,1838,,608,26.41,africa,0
mlt,1838,,924,28.7,europe,0
mmr,1838,,844,30.8,asia,0
mne,1838,,1229,35.4,europe,0
mng,1838,,612,31.8,asia,0
mnp,1838,,,,asia,0
moz,1838,,399,30.28,africa,0
mrt,1838,,577,32,africa,0
msr,1838,,,,americas,0
mtq,1838,,30.15,,americas,0
mus,1838,,1028,31.85,africa,0
mwi,1838,,352,30.3,africa,0
mys,1838,,1037,30.6,asia,0
myt,1838,,32.5,,africa,0
nam,1838,,709,32.4,africa,0
ncl,1838,,26,,asia,0
ner,1838,,488,30.8,africa,0
nga,1838,,958,30.4,africa,0
nic,1838,,1182,25.4,americas,0
niu,1838,,,,asia,0
nld,1838,,4506,39.86,europe,0
nor,1838,,1467,42.93,europe,0
npl,1838,,657,32.8,asia,0
nru,1838,,606,,asia,0
nzl,1838,,662,34.05,asia,0
omn,1838,,989,32.3,asia,0
pak,1838,,1022,25.8,asia,0
pan,1838,,1041,32.9,americas,0
per,1838,,1265,35.7,americas,0
phl,1838,,990,30.9,asia,0
plw,1838,,894,,asia,0
png,1838,,582,31.5,asia,0
pol,1838,,1401,35.9,europe,0
pri,1838,,1521,30.43,americas,0
prk,1838,,557,26,asia,0
prt,1838,,1694,35.6,europe,0
pry,1838,,1049,35.5,americas,0
pse,1838,,1227,32.1,asia,0
pyf,1838,,25.6,,asia,0
qat,1838,,1265,30.8,asia,0
reu,1838,,33,,africa,0
rou,1838,,1046,35.7,europe,0
rus,1838,,1645,29.57,europe,0
rwa,1838,,452,31.8,africa,0
sau,1838,,877,32.1,asia,0
sdn,1838,,567,31.4,africa,0
sen,1838,,544,25.2,africa,0
sgp,1838,,1066,34,asia,0
shn,1838,,,,africa,0
slb,1838,,388,25.1,asia,0
sle,1838,,803,25.1,africa,0
slv,1838,,1137,28.7,americas,0
smr,1838,,1501,,europe,0
som,1838,,719,29.4,africa,0
spm,1838,,,,americas,0
srb,1838,,1578,35.5,europe,0
ssd,1838,,555,26.67,africa,0
stp,1838,,912,31,africa,0
sur,1838,,1853,32.9,americas,0
svk,1838,,1657,36.4,europe,0
svn,1838,,1637,36.6,europe,0
swe,1838,,1592,39.98,europe,0
swz,1838,,536,32.3,africa,0
syc,1838,,920,37,africa,0
syr,1838,,1108,31.1,asia,0
tca,1838,,551,,americas,0
tcd,1838,,457,30.9,africa,0
tgo,1838,,747,31.3,africa,0
tha,1838,,958,30.4,asia,0
tjk,1838,,620,24.24,asia,0
tkl,1838,,,,asia,0
tkm,1838,,1085,24,asia,0
tls,1838,,562,28.95,asia,0
ton,1838,,706,28.2,asia,0
tto,1838,,1360,32.9,americas,0
tun,1838,,782,28.8,africa,0
tur,1838,,1347,35,europe,0
tuv,1838,,766,,asia,0
twn,1838,,1001,28.3,asia,0
tza,1838,,592,32.2,africa,0
uga,1838,,507,25.3,africa,0
ukr,1838,,878,36.6,europe,0
ury,1838,,2688,32.9,americas,0
usa,1838,,2798,39.41,americas,0
uzb,1838,,532,26.93,asia,0
vct,1838,,949,25.99,americas,0
ven,1838,,740,32.2,americas,0
vgb,1838,,,,americas,0
vir,1838,,33.4,,americas,0
vnm,1838,,852,32,asia,0
vut,1838,,624,24.3,asia,0
wlf,1838,,,,asia,0
wsm,1838,,1493,25.4,asia,0
yem,1838,,976,23.39,asia,0
zaf,1838,,1487,33.5,africa,0
zmb,1838,,727,32.6,africa,0
zwe,1838,,910,33.7,africa,0
abw,1840,,956,34.42,americas,0
afg,1840,,647,27.8,asia,0
ago,1840,,736,26.98,africa,0
aia,1840,,,,americas,0
alb,1840,,700,35.4,europe,0
and,1840,,1573,,europe,0
ant,1840,,,,americas,0
are,1840,,1158,30.7,asia,0
arg,1840,,2006,33.2,americas,0
arm,1840,,556,34,europe,0
asm,1840,,,,asia,0
atg,1840,,868,33.54,americas,0
aus,1840,,2268,34.05,asia,0
aut,1840,,2607,34.4,europe,0
aze,1840,,870,29.17,europe,0
bdi,1840,,434,31.5,africa,0
bel,1840,,2864,40.32,europe,0
ben,1840,,659,31,africa,0
bfa,1840,,492,29.2,africa,0
bgd,1840,,877,25.5,asia,0
bgr,1840,,1205,37.56,europe,0
bhr,1840,,1467,30.3,asia,0
bhs,1840,,1658,35.18,americas,0
bih,1840,,742,35.1,europe,0
