geo,time,POP,GDP,LEX,world_region,
bra,1910,22414075,,32.54,americas,0
brb,1910,174350,,32.93,americas,0
brn,1910,21180,,28.91,asia,0
btn,1910,143767,,32.49,asia,0
bwa,1910,126673,,34.03,africa,0
caf,1910,741742,,31.81,africa,0
can,1910,7179510,,52.15,americas,0
chanisl,1910,78817,,,europe,0
che,1910,3726391,,52.87,europe,0
chl,1910,3369878,,31.62,americas,0
chn,1910,424941273,,31.67,asia,0
civ,1910,1991150,,33.25,africa,0
cmr,1910,2354331,,30.15,africa,0
cod,1910,9315189,,33.45,africa,0
cog,1910,614985,,31.58,africa,0
cok,1910,8636,,,asia,0
col,1910,5019920,,33.06,americas,0
com,1910,115622,,33.02,africa,0
cpv,1910,124067,,35.19,africa,0
cri,1910,359204,,35.55,americas,0
cub,1910,2268557,,35.66,americas,0
cym,1910,5537,,,americas,0
cyp,1910,270836,,45.65,europe,0
cze,1910,7675752,,44.34,europe,0
deu,1910,64213148,,48.38,europe,0
dji,1910,45389,,32.48,africa,0
dma,1910,33457,,,americas,0
dnk,1910,2880480,,58.08,europe,0
dom,1910,704605,,31.22,americas,0
dza,1910,5404045,,32.53,africa,0
ecu,1910,1682403,,34.11,americas,0
egy,1910,11269938,,32.84,africa,0
eri,1910,672416,,31.63,africa,0
esh,1910,8051,,,africa,0
esp,1910,19910847,,40.84,europe,0
est,1910,762324,,46.99,europe,0
eth,1910,10317724,,29.91,africa,0
fin,1910,2930438,,48.44,europe,0
fji,1910,137824,,26.91,asia,0
flk,1910,657,,,americas,0
fra,1910,41294570,,51.46,europe,0
fro,1910,24388,,,europe,0
fsm,1910,25763,,26.39,asia,0
gab,1910,339239,,32.02,africa,0
gbm,1910,42575,,,europe,0
gbr,1910,41804914,,53.94,europe,0
geo,1910,2439938,,35.59,europe,0
gha,1910,2007946,,29.34,africa,0
gib,1910,17473,,,europe,0
gin,1910,2170848,,33.47,africa,0
glp,1910,156144,,,americas,0
gmb,1910,201695,,34.03,africa,0
gnb,1910,407623,,30.93,africa,0
gnq,1910,108803,,31.15,africa,0
grc,1910,5305864,,42.6,europe,0
grd,1910,66820,,38.12,americas,0
grl,1910,17500,,34.96,europe,0
gtm,1910,1538442,,25.58,americas,0
guf,1910,18919,,,americas,0
gum,1910,12275,,,asia,0
guy,1910,305475,,31.4,americas,0
hkg,1910,441726,,34.68,asia,0
hnd,1910,649332,,35.15,americas,0
hos,1910,913,,,europe,0
hrv,1910,2710759,,36.01,europe,0
hti,1910,1827089,,28.61,americas,0
hun,1910,7638063,,39.74,europe,0
idn,1910,42771822,,30.32,asia,0
ind,1910,253761199,,23.21,asia,0
irl,1910,3093322,,53.44,europe,0
irn,1910,10600673,,26.55,asia,0
irq,1910,2513104,,31.71,asia,0
isl,1910,109716,,52.71,europe,0
isr,1910,413270,,31.71,asia,0
ita,1910,36529017,,46.72,europe,0
jam,1910,807552,,36.81,americas,0
jor,1910,351563,,32.12,asia,0
jpn,1910,49640048,,40.02,asia,0
kaz,1910,4635756,,30.84,asia,0
ken,1910,2640315,,26.62,africa,0
kgz,1910,1205775,,28.17,asia,0
khm,1910,3051757,,36.02,asia,0
kir,1910,28644,,25.57,asia,0
kna,1910,34070,,,americas,0
kor,1910,10193928,,24.23,asia,0
kwt,1910,100027,,26.59,asia,0
lao,1910,1321934,,30.77,asia,0
lbn,1910,593102,,29.8,asia,0
lbr,1910,667026,,33.73,africa,0
lby,1910,912992,,35.47,africa,0
lca,1910,49589,,28.48,americas,0
lie,1910,10527,,,europe,0
lka,1910,4637602,,33.01,asia,0
lso,1910,542374,,34.62,africa,0
ltu,1910,1783116,,45.23,europe,0
lux,1910,228340,,49.79,europe,0
lva,1910,1338368,,49.29,europe,0
mac,1910,74264,,34.77,asia,0
mar,1910,5007588,,33.79,africa,0
mco,1910,15023,,,europe,0
mda,1910,1619668,,32.64,europe,0
mdg,1910,3095828,,32.13,africa,0
mdv,1910,66937,,31.16,asia,0
mex,1910,15115186,,27.55,americas,0
mhl,1910,10125,,,asia,0
mkd,1910,875036,,36.35,europe,0
mli,1910,3252010,,28.83,africa,0
mlt,1910,240863,,46.39,europe,0
mmr,1910,11870774,,30.19,asia,0
mne,1910,277715,,35.95,europe,0
mng,1910,717535,,31.61,asia,0
mnp,1910,5572,,,asia,0
moz,1910,4368107,,32.84,africa,0
mrt,1910,555862,,33.33,africa,0
msr,1910,11811,,,americas,0
mtq,1910,164478,,,americas,0
mus,1910,369400,,28.49,africa,0
mwi,1910,979129,,31.16,africa,0
mys,1910,2875652,,30.63,asia,0
myt,1910,12416,,,africa,0
nam,1910,232593,,33.82,africa,0
ncl,1910,51064,,,asia,0
ner,1910,2052052,,33.28,africa,0
nga,1910,17872899,,34.71,africa,0
nic,1910,659199,,26.3,americas,0
niu,1910,4596,,,asia,0
nld,1910,5923383,,55.17,europe,0
nor,1910,2383628,,57.97,europe,0
npl,1910,5696207,,34.83,asia,0
nru,1910,2527,,,asia,0
nzl,1910,1044340,,51.96,asia,0
omn,1910,436153,,32.39,asia,0
pak,1910,19813364,,23.02,asia,0
pan,1910,326164,,33.46,americas,0
per,1910,4174309,,34.13,americas,0
phl,1910,7771117,,31.35,asia,0
plw,1910,6083,,,asia,0
png,1910,1302433,,33.69,asia,0
pol,1910,26493427,,43.44,europe,0
pri,1910,1130424,,38.25,americas,0
prk,1910,5293488,,25.34,asia,0
prt,1910,5895515,,35.65,europe,0
pry,1910,562259,,36.38,americas,0
pse,1910,333509,,33.64,asia,0
pyf,1910,31911,,,asia,0
qat,1910,17146,,30.63,asia,0
reu,1910,181279,,,africa,0
rou,1910,11878505,,35.75,europe,0
rus,1910,71044207,,31.31,europe,0
rwa,1910,1688210,,32.43,africa,0
sau,1910,2635670,,34.99,asia,0
sdn,1910,4908053,,31.48,africa,0
sen,1910,1888545,,27.34,africa,0
sgp,1910,294092,,34.12,asia,0
shn,1910,3471,,,africa,0
slb,1910,73225,,25.16,asia,0
sle,1910,1547735,,28.29,africa,0
slv,1910,947617,,29.18,americas,0
smr,1910,9843,,,europe,0
som,1910,1752623,,31.94,africa,0
spm,1910,3421,,,americas,0
srb,1910,4726618,,35.98,europe,0
ssd,1910,2092703,,30.64,africa,0
stp,1910,44804,,31.58,africa,0
sur,1910,157732,,33.17,americas,0
svk,1910,2959112,,40.93,europe,0
svn,1910,1036528,,36.3,europe,0
swe,1910,5492756,,57.75,europe,0
swz,1910,106984,,33.18,africa,0
syc,1910,22523,,47.42,africa,0
syr,1910,1956254,,32.27,asia,0
tca,1910,5540,,,americas,0
tcd,1910,1479230,,33.25,africa,0
tgo,1910,978586,,32.72,africa,0
tha,1910,8488054,,30.98,asia,0
tjk,1910,1055994,,27.91,asia,0
tkl,1910,481,,,asia,0
tkm,1910,837619,,26.39,asia,0
tls,1910,368795,,30.23,asia,0
ton,1910,22689,,28.31,asia,0
tto,1910,336844,,38.9,americas,0
tun,1910,1844564,,30.25,africa,0
tur,1910,14852648,,36.27,europe,0
tuv,1910,4125,,,asia,0
twn,1910,3207794,,33.96,asia,0
tza,1910,4110837,,33.73,africa,0
uga,1910,2825380,,25.61,africa,0
ukr,1910,25729033,,40.16,europe,0
ury,1910,1092483,,32.89,americas,0
usa,1910,94088789,,51.78,americas,0
uzb,1910,4327736,,31.41,asia,0
vct,1910,42764,,25.94,americas,0
ven,1910,3009467,,32.59,americas,0
vgb,1910,5542,,,americas,0
vir,1910,27327,,,americas,0
vnm,1910,16454277,,30.77,asia,0
vut,1910,40135,,25.16,asia,0
wlf,1910,5750,,,asia,0
wsm,1910,37848,,27.31,asia,0
yem,1910,3301368,,23.57,asia,0
zaf,1910,5765058,,34.61,africa,0
zmb,1910,803502,,34.36,africa,0
zwe,1910,2050253,,34.36,africa,0
abw,1912,31207,,34.42,americas,0
afg,1912,5420004,,29.89,asia,0
ago,1912,3318601,,30.56,africa,0
aia,1912,3870,,,americas,0
alb,1912,918312,,35.5,europe,0
and,1912,4728,,,europe,0
ant,1912,34.41,,,americas,0
are,1912,51250,,31.46,asia,0
arg,1912,7381312,,44.27,americas,0
arm,1912,953193,,40.61,europe,0
asm,1912,7325,,,asia,0
atg,1912,31605,,33.74,americas,0
aus,1912,4667239,,56.41,asia,0
aut,1912,6719738,,45.65,europe,0
aze,1912,2056101,,36.04,europe,0
bdi,1912,1722453,,31.76,africa,0
bel,1912,7592180,,52.25,europe,0
ben,1912,1562277,,32.49,africa,0
bfa,1912,3247909,,30.86,africa,0
bgd,1912,31289597,,21.8,asia,0
bgr,1912,4657558,,43.75,europe,0
bhr,1912,81390,,30.56,asia,0
bhs,1912,55830,,34.93,americas,0
bih,1912,1899623,,35.16,europe,0
blr,1912,5490504,,43.18,europe,0
blz,1912,40549,,27.79,americas,0
bmu,1912,19111,,,americas,0
bol,1912,2030680,,34.34,americas,0
bra,1912,23374714,,32.56,americas,0
brb,1912,170366,,32.97,americas,0
brn,1912,22285,,29.59,asia,0
btn,1912,145323,,32.67,asia,0
bwa,1912,129530,,34.06,africa,0
caf,1912,749014,,31.9,africa,0
can,1912,7597612,,52.99,americas,0
chanisl,1912,79846,,,europe,0
che,1912,3812045,,54.37,europe,0
chl,1912,3447706,,32.2,americas,0
chn,1912,432967241,,31.65,asia,0
civ,1912,2017830,,33.35,africa,0
cmr,1912,2365810,,30.22,africa,0
cod,1912,9437375,,33.54,africa,0
cog,1912,624316,,31.53,africa,0
cok,1912,8699,,,asia,0
col,1912,5229367,,33.12,americas,0
com,1912,117494,,33.07,africa,0
cpv,1912,126282,,35.26,africa,0
cri,1912,366474,,35.57,americas,0
cub,1912,2409735,,36.12,americas,0
cym,1912,5602,,,americas,0
cyp,1912,278387,,46.11,europe,0
cze,1912,7732325,,45.47,europe,0
deu,1912,65863879,,49.56,europe,0
dji,1912,46083,,32.61,africa,0
dma,1912,34328,,,americas,0
dnk,1912,2949994,,58.08,europe,0
dom,1912,746732,,31.29,americas,0
dza,1912,5500641,,33.68,africa,0
ecu,1912,1733925,,34.17,americas,0
egy,1912,11542988,,32.83,africa,0
eri,1912,690311,,31.71,africa,0
esh,1912,8238,,,africa,0
esp,1912,20184526,,43.45,europe,0
est,1912,776374,,47.76,europe,0
eth,1912,10605451,,29.92,africa,0
fin,1912,2996341,,49.04,europe,0
fji,1912,141667,,26.95,asia,0
flk,1912,699,,,americas,0
fra,1912,41465114,,51.71,europe,0
fro,1912,24709,,,europe,0
fsm,1912,26019,,26.37,asia,0
gab,1912,345060,,32.09,africa,0
gbm,1912,43139,,,europe,0
gbr,1912,42416767,,54.5,europe,0
geo,1912,2484728,,38.87,europe,0
gha,1912,2032145,,29.4,africa,0
gib,1912,17707,,,europe,0
gin,1912,2209194,,33.64,africa,0
glp,1912,158440,,,americas,0
gmb,1912,204711,,34.3,africa,0
gnb,1912,413427,,30.88,africa,0
gnq,1912,109542,,31.21,africa,0
grc,1912,5376454,,43.17,europe,0
grd,1912,67244,,38.16,americas,0
grl,1912,17734,,34.26,europe,0
gtm,1912,1570505,,25.56,americas,0
guf,1912,19191,,,americas,0
gum,1912,12704,,,asia,0
guy,1912,309596,,31.77,americas,0
hkg,1912,474189,,34.67,asia,0
hnd,1912,678484,,35.21,americas,0
hos,1912,913,,,europe,0
hrv,1912,2758760,,36,europe,0
hti,1912,1882372,,28.59,americas,0
hun,1912,7760666,,40.2,europe,0
idn,1912,43687531,,30.33,asia,0
ind,1912,255954620,,23.37,asia,0
irl,1912,3081086,,54.14,europe,0
irn,1912,10726597,,26.59,asia,0
irq,1912,2572021,,31.74,asia,0
isl,1912,111130,,56.04,europe,0
isr,1912,428275,,31.7,asia,0
ita,1912,37082778,,48.95,europe,0
jam,1912,826436,,34.51,americas,0
jor,1912,356313,,32.14,asia,0
jpn,1912,51027052,,40.39,asia,0
kaz,1912,4720598,,34.26,asia,0
ken,1912,2642526,,26.67,africa,0
kgz,1912,1227897,,31.52,asia,0
khm,1912,3091786,,36.07,asia,0
kir,1912,28992,,25.61,asia,0
kna,1912,34591,,,americas,0
kor,1912,10436148,,24.83,asia,0
kwt,1912,101093,,26.62,asia,0
lao,1912,1359416,,30.71,asia,0
lbn,1912,600273,,29.8,asia,0
lbr,1912,678399,,33.86,africa,0
lby,1912,924492,,35.59,africa,0
lca,1912,49719,,28.51,americas,0
lie,1912,10667,,,europe,0
lka,1912,4757285,,29.14,asia,0
lso,1912,550528,,34.71,africa,0
ltu,1912,1816196,,45.93,europe,0
lux,1912,231330,,49.02,europe,0
lva,1912,1362711,,49.91,europe,0
mac,1912,76032,,34.78,asia,0
mar,1912,5078535,,33.82,africa,0
mco,1912,15244,,,europe,0
mda,1912,1649353,,32.61,europe,0
mdg,1912,3137795,,32.22,africa,0
mdv,1912,67102,,31.09,asia,0
mex,1912,15139946,,28.43,americas,0
mhl,1912,10250,,,asia,0
mkd,1912,890863,,36.36,europe,0
mli,1912,3313580,,28.96,africa,0
mlt,1912,244015,,47.32,europe,0
mmr,1912,12157433,,30.15,asia,0
mne,1912,282565,,35.98,europe,0
mng,1912,720160,,31.6,asia,0
mnp,1912,5635,,,asia,0
moz,1912,4437470,,32.97,africa,0
mrt,1912,560479,,33.39,africa,0
msr,1912,11805,,,americas,0
mtq,1912,166942,,,americas,0
mus,1912,369717,,24.73,africa,0
mwi,1912,1030159,,31.2,africa,0
mys,1912,3009598,,30.63,asia,0
myt,1912,12529,,,africa,0
nam,1912,232713,,33.89,africa,0
ncl,1912,51694,,,asia,0
ner,1912,2075545,,33.4,africa,0
nga,1912,18029328,,34.92,africa,0
nic,1912,679051,,26.34,americas,0
niu,1912,4599,,,asia,0
nld,1912,6070923,,57.25,europe,0
nor,1912,2423066,,57.73,europe,0
npl,1912,5758303,,34.93,asia,0
nru,1912,2545,,,asia,0
nzl,1912,1093169,,52.86,asia,0
omn,1912,439961,,32.4,asia,0
pak,1912,20018476,,23.69,asia,0
pan,1912,340628,,33.49,americas,0
per,1912,4281104,,34.06,americas,0
phl,1912,8073434,,31.37,asia,0
plw,1912,6144,,,asia,0
png,1912,1317977,,33.8,asia,0
pol,1912,26639560,,44.05,europe,0
pri,1912,1167052,,38.32,americas,0
prk,1912,5327930,,26.03,asia,0
prt,1912,5973032,,35.65,europe,0
pry,1912,588835,,36.42,americas,0
pse,1912,345858,,33.72,asia,0
pyf,1912,32352,,,asia,0
qat,1912,17321,,30.62,asia,0
reu,1912,183968,,,africa,0
rou,1912,12235360,,35.76,europe,0
rus,1912,72356100,,35.4,europe,0
rwa,1912,1711497,,32.46,africa,0
sau,1912,2651745,,35.13,asia,0
sdn,1912,4911097,,31.48,africa,0
sen,1912,1915391,,27.45,africa,0
sgp,1912,312883,,34.12,asia,0
shn,1912,3511,,,africa,0
slb,1912,73473,,25.17,asia,0
sle,1912,1571825,,28.45,africa,0
slv,1912,988312,,29.2,americas,0
smr,1912,9972,,,europe,0
som,1912,1774473,,32.06,africa,0
spm,1912,3471,,,americas,0
srb,1912,4809855,,36,europe,0
ssd,1912,2128812,,30.84,africa,0
stp,1912,45486,,31.61,africa,0
sur,1912,160076,,33.19,americas,0
svk,1912,2980321,,41.53,europe,0
svn,1912,1054869,,36.29,europe,0
swe,1912,5580077,,57.74,europe,0
swz,1912,111728,,33.22,africa,0
syc,1912,23194,,47.93,africa,0
syr,1912,1977192,,32.33,asia,0
tca,1912,5568,,,americas,0
tcd,1912,1480805,,33.37,africa,0
tgo,1912,995728,,32.79,africa,0
tha,1912,8739626,,31.01,asia,0
tjk,1912,1075198,,31.16,asia,0
tkl,1912,511,,,asia,0
tkm,1912,853046,,29.68,asia,0
tls,1912,376934,,30.29,asia,0
ton,1912,23087,,28.31,asia,0
tto,1912,351295,,38.9,americas,0
tun,1912,1885798,,30.32,africa,0
tur,1912,15022873,,36.34,europe,0
tuv,1912,4171,,,asia,0
twn,1912,3315296,,34.06,asia,0
tza,1912,4138634,,33.81,africa,0
uga,1912,2842526,,25.63,africa,0
ukr,1912,26206156,,40.93,europe,0
ury,1912,1148769,,32.89,americas,0
usa,1912,97526183,,54.08,americas,0
uzb,1912,4405828,,34.8,asia,0
vct,1912,42238,,25.94,americas,0
ven,1912,3067210,,32.6,americas,0
vgb,1912,5591,,,americas,0
vir,1912,26736,,,americas,0
vnm,1912,16852552,,30.7,asia,0
vut,1912,40461,,25.2,asia,0
wlf,1912,5806,,,asia,0
wsm,1912,37931,,27.41,asia,0
yem,1912,3325415,,23.58,asia,0
zaf,1912,6003996,,34.67,africa,0
zmb,1912,828260,,34.44,africa,0
zwe,1912,2079183,,34.39,africa,0
abw,1914,31535,,34.42,americas,0
afg,1914,5502589,,30,asia,0
ago,1914,3375770,,30.73,africa,0
aia,1914,3924,,,americas,0
alb,1914,932486,,35.5,europe,0
and,1914,4787,,,europe,0
ant,1914,34.41,,,americas,0
are,1914,51989,,31.5,asia,0
arg,1914,7878423,,45.33,americas,0
arm,1914,970625,,38.05,europe,0
asm,1914,7538,,,asia,0
atg,1914,31194,,33.75,americas,0
aus,1914,4915478,,57.48,asia,0
aut,1914,6805059,,46.78,europe,0
aze,1914,2094510,,33.48,europe,0
bdi,1914,1745734,,31.77,africa,0
bel,1914,7717239,,42,europe,0
ben,1914,1593111,,32.56,africa,0
bfa,1914,3295385,,30.94,africa,0
bgd,1914,31620187,,22.1,asia,0
bgr,1914,4774066,,43.89,europe,0
bhr,1914,82611,,30.57,asia,0
bhs,1914,55223,,34.92,americas,0
bih,1914,1932949,,35.16,europe,0
blr,1914,5592696,,42.55,europe,0
blz,1914,41518,,28.92,americas,0
bmu,1914,19309,,,americas,0
bol,1914,2090184,,34.4,americas,0
bra,1914,24383583,,32.59,americas,0
brb,1914,167283,,33.01,americas,0
brn,1914,23039,,30.97,asia,0
btn,1914,146897,,32.85,asia,0
bwa,1914,134939,,34.08,africa,0
caf,1914,756369,,31.99,africa,0
can,1914,8019485,,53.89,americas,0
chanisl,1914,80891,,,europe,0
che,1914,3873339,,55.08,europe,0
chl,1914,3528238,,32.34,americas,0
chn,1914,442582273,,31.64,asia,0
civ,1914,2044930,,33.46,africa,0
cmr,1914,2377356,,30.29,africa,0
cod,1914,9561441,,33.63,africa,0
cog,1914,633811,,31.47,africa,0
cok,1914,8739,,,asia,0
col,1914,5479454,,33.17,americas,0
com,1914,119402,,33.11,africa,0
cpv,1914,128543,,35.33,africa,0
cri,1914,381286,,35.6,americas,0
cub,1914,2563712,,36.58,americas,0
cym,1914,5541,,,americas,0
cyp,1914,285558,,46.57,europe,0
cze,1914,7789384,,46.6,europe,0
deu,1914,67278503,,46.15,europe,0
dji,1914,46788,,32.74,africa,0
dma,1914,34915,,,americas,0
dnk,1914,3018309,,58.52,europe,0
dom,1914,786600,,31.36,americas,0
dza,1914,5620940,,30.97,africa,0
ecu,1914,1775772,,34.23,americas,0
egy,1914,11857432,,32.82,africa,0
eri,1914,708765,,31.78,africa,0
esh,1914,8430,,,africa,0
esp,1914,20457451,,42.75,europe,0
est,1914,790728,,47.45,europe,0
eth,1914,10902642,,29.94,africa,0
fin,1914,3055043,,49.63,europe,0
fji,1914,144953,,26.99,asia,0
flk,1914,744,,,americas,0
fra,1914,41231122,,37.92,europe,0
fro,1914,25036,,,europe,0
fsm,1914,26277,,26.36,asia,0
gab,1914,350997,,32.16,africa,0
gbm,1914,43712,,,europe,0
gbr,1914,43017770,,51.94,europe,0
geo,1914,2530483,,36.3,europe,0
gha,1914,2094619,,29.47,africa,0
gib,1914,17944,,,europe,0
gin,1914,2248335,,33.8,africa,0
glp,1914,160776,,,americas,0
gmb,1914,207779,,34.56,africa,0
gnb,1914,419326,,30.82,africa,0
gnq,1914,110286,,31.28,africa,0
grc,1914,5449160,,43.74,europe,0
grd,1914,67054,,38.2,americas,0
grl,1914,17972,,33.56,europe,0
gtm,1914,1603653,,25.55,americas,0
guf,1914,19468,,,americas,0
gum,1914,13113,,,asia,0
guy,1914,313782,,32.49,americas,0
hkg,1914,511889,,34.66,asia,0
hnd,1914,703024,,35.27,americas,0
hos,1914,914,,,europe,0
hrv,1914,2807755,,36,europe,0
hti,1914,1943282,,28.57,americas,0
hun,1914,7841410,,40.66,europe,0
idn,1914,44616474,,30.35,asia,0
ind,1914,258607037,,23.75,asia,0
irl,1914,3048061,,54.65,europe,0
irn,1914,10922369,,26.64,asia,0
irq,1914,2657889,,31.76,asia,0
isl,1914,112565,,51.96,europe,0
isr,1914,435866,,31.69,asia,0
ita,1914,37562098,,49.86,europe,0
jam,1914,838727,,38.33,americas,0
jor,1914,361365,,32.17,asia,0
jpn,1914,52486928,,40.76,asia,0
kaz,1914,4807260,,31.67,asia,0
ken,1914,2644736,,26.73,africa,0
kgz,1914,1250495,,28.95,asia,0
khm,1914,3142129,,36.12,asia,0
kir,1914,29344,,25.64,asia,0
kna,1914,35121,,,americas,0
kor,1914,10768670,,25.63,asia,0
kwt,1914,102681,,26.65,asia,0
lao,1914,1385656,,30.65,asia,0
lbn,1914,616435,,29.81,asia,0
lbr,1914,689996,,33.99,africa,0
lby,1914,936145,,35.71,africa,0
lca,1914,50327,,28.53,americas,0
lie,1914,10808,,,europe,0
lka,1914,4823369,,29.35,asia,0
lso,1914,558826,,34.8,africa,0
ltu,1914,1849993,,45.71,europe,0
lux,1914,234366,,50.22,europe,0
lva,1914,1387574,,49.46,europe,0
mac,1914,77520,,34.78,asia,0
mar,1914,5192915,,33.85,africa,0
mco,1914,15469,,,europe,0
mda,1914,1679676,,32.59,europe,0
mdg,1914,3180428,,32.3,africa,0
mdv,1914,66575,,31.01,asia,0
mex,1914,15124886,,29.3,americas,0
mhl,1914,10376,,,asia,0
mkd,1914,907022,,36.38,europe,0
mli,1914,3376506,,29.08,africa,0
mlt,1914,247216,,48.24,europe,0
mmr,1914,12367273,,30.12,asia,0
mne,1914,287514,,36,europe,0
mng,1914,722853,,31.59,asia,0
mnp,1914,5699,,,asia,0
moz,1914,4508149,,33.1,africa,0
mrt,1914,565140,,33.46,africa,0
msr,1914,11799,,,americas,0
mtq,1914,169449,,,americas,0
mus,1914,371110,,30.03,africa,0
mwi,1914,1076615,,31.24,africa,0
mys,1914,3128114,,30.63,asia,0
myt,1914,12643,,,africa,0
nam,1914,232833,,33.96,africa,0
ncl,1914,52333,,,asia,0
ner,1914,2099343,,33.53,africa,0
nga,1914,18187347,,35.14,africa,0
nic,1914,696770,,26.39,americas,0
niu,1914,4602,,,asia,0
nld,1914,6277517,,57.24,europe,0
nor,1914,2471701,,57.8,europe,0
npl,1914,5851705,,35.03,asia,0
nru,1914,2563,,,asia,0
nzl,1914,1138465,,53.76,asia,0
omn,1914,442173,,32.4,asia,0
pak,1914,20289722,,24.36,asia,0
pan,1914,365291,,33.52,americas,0
per,1914,4391393,,33.98,americas,0
phl,1914,8389864,,31.39,asia,0
plw,1914,6206,,,asia,0
png,1914,1333742,,33.91,asia,0
pol,1914,26252701,,44.65,europe,0
pri,1914,1204025,,38.38,americas,0
prk,1914,5453314,,26.93,asia,0
prt,1914,5996613,,35.65,europe,0
pry,1914,617194,,36.47,americas,0
pse,1914,352233,,33.79,asia,0
pyf,1914,32799,,,asia,0
qat,1914,17561,,30.61,asia,0
reu,1914,186705,,,africa,0
rou,1914,12428136,,35.76,europe,0
rus,1914,73696369,,32.89,europe,0
rwa,1914,1735147,,32.49,africa,0
sau,1914,2670667,,35.28,asia,0
sdn,1914,4913871,,31.49,africa,0
sen,1914,1942676,,27.55,africa,0
sgp,1914,331378,,34.13,asia,0
shn,1914,3550,,,africa,0
slb,1914,73722,,25.17,asia,0
sle,1914,1596331,,28.61,africa,0
slv,1914,1031413,,29.22,americas,0
smr,1914,10102,,,europe,0
som,1914,1796643,,32.19,africa,0
spm,1914,3521,,,americas,0
srb,1914,4894810,,25.37,europe,0
ssd,1914,2165427,,31.03,africa,0
stp,1914,46181,,31.64,africa,0
sur,1914,162462,,33.2,americas,0
svk,1914,3001709,,42.13,europe,0
svn,1914,1073590,,36.27,europe,0
swe,1914,5675363,,58.21,europe,0
swz,1914,112612,,33.26,africa,0
syc,1914,23584,,48.46,africa,0
syr,1914,2016875,,32.39,asia,0
tca,1914,5548,,,americas,0
tcd,1914,1482379,,33.48,africa,0
tgo,1914,1013222,,32.86,africa,0
tha,1914,9014139,,31.04,asia,0
tjk,1914,1094812,,28.61,asia,0
tkl,1914,543,,,asia,0
tkm,1914,868805,,27.12,asia,0
tls,1914,385283,,30.35,asia,0
ton,1914,23472,,28.32,asia,0
tto,1914,363724,,38.9,americas,0
tun,1914,1940562,,30.39,africa,0
tur,1914,14993614,,28.08,europe,0
tuv,1914,4218,,,asia,0
twn,1914,3427417,,31.96,asia,0
tza,1914,4166652,,33.89,africa,0
uga,1914,2857690,,25.64,africa,0
ukr,1914,26693646,,40.09,europe,0
ury,1914,1220196,,32.89,americas,0
usa,1914,101146653,,54.58,americas,0
uzb,1914,4485580,,32.22,asia,0
vct,1914,42634,,25.93,americas,0
ven,1914,3119653,,32.62,americas,0
vgb,1914,5489,,,americas,0
vir,1914,26398,,,americas,0
vnm,1914,17194974,,30.64,asia,0
vut,1914,40790,,25.24,asia,0
wlf,1914,5862,,,asia,0
wsm,1914,37528,,27.5,asia,0
yem,1914,3363162,,23.59,asia,0
zaf,1914,6261498,,34.72,africa,0
zmb,1914,858308,,34.53,africa,0
zwe,1914,2108593,,34.42,africa,0
abw,1916,31867,,34.42,americas,0
afg,1916,5599440,,30.11,asia,0
ago,1916,3433900,,30.9,africa,0
aia,1916,3980,,,americas,0
alb,1916,943378,,35.51,europe,0
and,1916,4846,,,europe,0
ant,1916,34.41,,,americas,0
are,1916,52888,,31.53,asia,0
arg,1916,8233077,,46.65,americas,0
arm,1916,988376,,37.61,europe,0
asm,1916,7738,,,asia,0
atg,1916,30788,,33.76,americas,0
aus,1916,4966110,,58.54,asia,0
aut,1916,6817383,,47.92,europe,0
aze,1916,2133636,,33.05,europe,0
bdi,1916,1769322,,31.78,africa,0
bel,1916,7751283,,41.99,europe,0
ben,1916,1624554,,32.63,africa,0
bfa,1916,3343555,,31.02,africa,0
bgd,1916,31926978,,22.39,asia,0
bgr,1916,4873354,,44.03,europe,0
bhr,1916,84164,,30.59,asia,0
bhs,1916,54622,,34.91,americas,0
bih,1916,1966859,,35.16,europe,0
blr,1916,5696791,,37.03,europe,0
blz,1916,42510,,30.07,americas,0
bmu,1916,19508,,,americas,0
bol,1916,2173308,,34.47,americas,0
bra,1916,25436078,,32.62,americas,0
brb,1916,164256,,33.05,americas,0
brn,1916,23819,,32.35,asia,0
btn,1916,148488,,33.04,asia,0
bwa,1916,140574,,34.1,africa,0
caf,1916,763796,,32.08,africa,0
can,1916,8200074,,54.81,americas,0
chanisl,1916,81949,,,europe,0
che,1916,3876415,,56.54,europe,0
chl,1916,3611859,,32.48,americas,0
chn,1916,452410761,,31.62,asia,0
civ,1916,2072394,,33.56,africa,0
cmr,1916,2388957,,30.36,africa,0
cod,1916,9687139,,33.72,africa,0
cog,1916,643449,,31.42,africa,0
cok,1916,8816,,,asia,0
col,1916,5771448,,33.22,americas,0
com,1916,121340,,33.16,africa,0
cpv,1916,130844,,35.4,africa,0
cri,1916,393776,,35.62,americas,0
cub,1916,2726423,,37.04,americas,0
cym,1916,5482,,,americas,0
cyp,1916,292915,,46.88,europe,0
cze,1916,7846865,,47.73,europe,0
deu,1916,67558517,,38.97,europe,0
dji,1916,47505,,32.87,africa,0
dma,1916,35512,,,americas,0
dnk,1916,3091955,,56.96,europe,0
dom,1916,823793,,31.42,americas,0
dza,1916,5765808,,30.13,africa,0
ecu,1916,1807628,,34.29,americas,0
egy,1916,12214327,,32.81,africa,0
eri,1916,727712,,31.85,africa,0
esh,1916,8626,,,africa,0
esp,1916,20734436,,43.89,europe,0
est,1916,805347,,44.25,europe,0
